random,nsamples,linear,best_accuracy,mean_accuracy,std_accuracy
0,1000,True,0.8744212309429701,0.8651684547336721,0.008324662470854555
0.01,1000,True,0.8744212309429701,0.858042537172972,0.010738058861942564
0.05,1000,True,0.8744212309429701,0.8563021519543259,0.011117693765286388
0.01,1000,False,0.8775079992471297,0.8678486730660644,0.006087998205850202
0.05,1000,False,0.8775079992471297,0.8629023150762282,0.009352485882907302
