linear,b,d,nsamples,accuracy,trueneg,falseneg,truepos,falsepos
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
False,0.01,0.01,50,0.33333333333333337,0,0,1,2
