train_lin,b,d,KME,E,K,n_samples,n_distributions,best_score,mean_score,var_score
[False],0.05,0.05,4,1000,400,4000,4000,0.8720538720538721,84.1952861952862,1.619819093769787
[False],0.05,0.05,4,1000,800,4000,4000,0.8531986531986532,80.74074074074073,2.0264773466724875
[False],0.05,0.05,4,1000,1500,4000,4000,0.8417508417508418,82.55892255892256,1.172181493975032
[False],0.05,0.05,4,2000,400,4000,4000,0.8693602693602693,84.006734006734,1.57703766819728
[False],0.05,0.05,4,2000,800,4000,4000,0.87003367003367,82.49158249158249,2.084498704769411
[False],0.05,0.05,4,2000,1500,4000,4000,0.8518518518518519,82.60606060606061,1.3876139439552304
[False],0.05,0.05,4,4000,400,4000,4000,0.87003367003367,84.06060606060606,1.5473715947603908
[False],0.05,0.05,4,4000,800,4000,4000,0.8747474747474747,82.37037037037037,2.319432797980493
[False],0.05,0.05,4,4000,1500,4000,4000,0.8505050505050505,82.14141414141415,1.4265290365864116
