0,1,2
7.425928179011066,7.425926440438673,-1.738572393605864e-06
96.2226132739359,96.22261118021112,-2.0937247882102383e-06
-114.93417990234425,6.384617634580536e-07,114.93418054080603
71.95441940165405,5.167285443974379e-08,-71.95441934998121
8.701920307885302e-06,-205.23778128271877,-205.23778998463908
-1.0640903269631963e-08,-15.907574367346413,-15.90757435670551
2116.8944156088232,2116.894415254568,-3.5425529176791315e-07
-6.626670705838222,-6.626671045074886,-3.3923666364898963e-07
7.47369625742067e-07,-56.56295482939012,-56.56295557675975
-2.2235623617916644e-06,429.93192223630547,429.9319244598678
-628.7619294641811,1.3978883828258404e-06,628.7619308620694
-162.51924657551766,-3.9345197164544765e-08,162.51924653617246
-1544.1549539478324,-1.0016585694216928e-07,1544.1549538476665
-617.4988415833043,-1.3333860806596931e-06,617.4988402499182
3.5726652640732937e-06,6505.039291517894,6505.039287945228
1.1838306779310415e-07,-27.13604118582232,-27.136041304205392
0.2616316407008225,0.26163196794503374,3.2724421126367753e-07
55.56528630047785,55.5652881542735,1.8537956520958687e-06
-5.948435955360765e-06,398.307780955146,398.3077869035819
-4.800466237853129e-07,915.1517151244311,915.1517156044778
-22.959052615828895,-2.4975595351861557e-06,22.95905011826936
-191.3091603605286,2.438810753346843e-07,191.30916060440967
-3707.031093714398,-3707.031088913812,4.800586452802236e-06
19.047232491541678,19.047233021075385,5.295337075494899e-07
