0,1,2
0.00012511166823969688,-1.0035529157903511e-05,-0.0001351471973976004
-6.62117113279237e-05,-0.00013244982989135679,-6.623811856343309e-05
3.598652490111043e-06,7.564971377105323e-08,-3.5230027763399896e-06
0.0006641117215622216,1.1009542504325509e-05,-0.0006531021790578961
7.37467302780459e-07,2.7587008779583755e-06,2.0212335751779165e-06
-2.580684372333053e-05,3.0001581990291015e-05,5.5808425713621546e-05
0.001109249860746786,0.0013592564355349168,0.0002500065747881308
1.0892333797585252e-05,1.3523138306936744e-06,-9.540019966891577e-06
-3.263116075402639e-07,-1.6645872333298506e-07,1.5985288420727883e-07
-0.0002959162666229531,0.00019380191952222958,0.0004897181861451827
-0.0007130489830160514,-0.0005261798287392594,0.00018686915427679196
0.0001074134634109214,-0.0005974574960418977,-0.0007048709594528191
-2.446454739346571e-07,-1.9801159447663252e-06,-1.7354704708316682e-06
-0.00017619919390199357,-1.3725927601626609e-05,0.00016247326630036696
1.8939222172775771e-06,9.884587029773684e-06,7.990664812496107e-06
-8.287528544315137e-06,0.00027841424525831826,0.0002867017738026334
-5.738344839301135e-05,-6.195753962856543e-05,-4.574091235554079e-06
2.7591690013650805e-05,0.00020645480253733695,0.00017886311252368614
-2.6587059664962e-05,0.00012527443550425232,0.00015186149516921432
7.566356803323515e-07,-8.07798883606381e-06,-8.834624516396161e-06
0.00013002398918615654,0.0001365320640616119,6.50807487545535e-06
-4.706981417257339e-05,-1.7024774251694907e-05,3.004503992087848e-05
7.460961842298275e-05,0.00020013691664644284,0.0001255272982234601
2.791308589156216e-06,1.3743057301063288e-06,-1.4170028590498873e-06
