train_lin,b,d,KME,E,K,n_samples,n_distributions,best_score,mean_score,var_score
[False],0.05,0.05,4,1000,400,4000,4000,0.8720538720538721,84.1952861952862,1.619819093769787
[False],0.05,0.05,4,1000,800,4000,4000,0.8531986531986532,80.74074074074073,2.0264773466724875
